,Date,ElapsedDay,mean_wtemp
216,2008/8/3,216,26.43229167
217,2008/8/4,217,26.94458333
218,2008/8/5,218,27.86486111
219,2008/8/6,219,27.666875
220,2008/8/7,220,27.54125
221,2008/8/8,221,27.01652778
222,2008/8/9,222,27.20861111
223,2008/8/10,223,27.36534722
224,2008/8/11,224,27.58069444
225,2008/8/12,225,27.86151079
226,2008/8/13,226,27.90340278
227,2008/8/14,227,27.70409722
228,2008/8/15,228,27.82020833
229,2008/8/16,229,28.28854167
230,2008/8/17,230,27.95340278
231,2008/8/18,231,27.52659722
232,2008/8/19,232,26.54777778
233,2008/8/20,233,26.66701389
234,2008/8/21,234,26.50763889
235,2008/8/22,235,25.68729167
236,2008/8/23,236,24.92444444
237,2008/8/24,237,23.94826389
238,2008/8/25,238,23.70611111
239,2008/8/26,239,23.78020833
240,2008/8/27,240,24.120625
241,2008/8/28,241,24.22715278
242,2008/8/29,242,24.29131944
243,2008/8/30,243,25.18138889
244,2008/8/31,244,25.51291667
245,2008/9/1,245,25.68680556
246,2008/9/2,246,25.92694444
247,2008/9/3,247,26.00076389
248,2008/9/4,248,26.51298611
249,2008/9/5,249,26.51958333
250,2008/9/6,250,26.51819444
251,2008/9/7,251,27.05902778
252,2008/9/8,252,27.09430556
253,2008/9/9,253,26.58222222
254,2008/9/10,254,26.30423611
255,2008/9/11,255,26.28166667
256,2008/9/12,256,26.33694444
257,2008/9/13,257,26.28013889
258,2008/9/14,258,25.98305556
259,2008/9/15,259,25.82368056
260,2008/9/16,260,25.57166667
261,2008/9/17,261,25.69930556
262,2008/9/18,262,25.46548611
263,2008/9/19,263,25.16652778
264,2008/9/20,264,25.04708333
265,2008/9/21,265,24.99229167
266,2008/9/22,266,24.61118056
267,2008/9/23,267,24.58104167
268,2008/9/24,268,24.97486111
269,2008/9/25,269,24.81131944
270,2008/9/26,270,24.32701389
271,2008/9/27,271,24.05965278
272,2008/9/28,272,23.80673611
273,2008/9/29,273,23.67944444
274,2008/9/30,274,23.29048611
275,2008/10/1,275,23.15666667
276,2008/10/2,276,23.10993056
277,2008/10/3,277,23.28826389
278,2008/10/4,278,23.24138889
279,2008/10/5,279,23.33236111
280,2008/10/6,280,22.55354167
281,2008/10/7,281,22.44916667
282,2008/10/8,282,22.46576389
283,2008/10/9,283,22.35916667
284,2008/10/10,284,22.48340278
285,2008/10/11,285,22.27895833
286,2008/10/12,286,22.03590909
287,2008/10/13,287,NA
288,2008/10/14,288,NA
289,2008/10/15,289,NA
290,2008/10/16,290,NA
291,2008/10/17,291,NA
292,2008/10/18,292,NA
293,2008/10/19,293,NA
294,2008/10/20,294,NA
295,2008/10/21,295,NA
296,2008/10/22,296,NA
297,2008/10/23,297,NA
298,2008/10/24,298,NA
299,2008/10/25,299,NA
300,2008/10/26,300,NA
301,2008/10/27,301,NA
302,2008/10/28,302,22.1943956
303,2008/10/29,303,22.27027778
304,2008/10/30,304,21.94479167
305,2008/10/31,305,22.03131944
306,2008/11/1,306,22.10486111
307,2008/11/2,307,22.12270833
308,2008/11/3,308,21.945625
309,2008/11/4,309,21.7775
310,2008/11/5,310,21.16784722
311,2008/11/6,311,21.60097222
312,2008/11/7,312,21.45034722
313,2008/11/8,313,20.93652778
314,2008/11/9,314,20.65
315,2008/11/10,315,20.86125
316,2008/11/11,316,20.72944444
317,2008/11/12,317,20.54715278
318,2008/11/13,318,20.26520833
319,2008/11/14,319,20.19833333
320,2008/11/15,320,20.12375
321,2008/11/16,321,19.89777778
322,2008/11/17,322,19.71277778
323,2008/11/18,323,20.06743056
324,2008/11/19,324,20.05875
325,2008/11/20,325,19.68444444
326,2008/11/21,326,19.61909722
327,2008/11/22,327,19.64472222
328,2008/11/23,328,19.37305556
329,2008/11/24,329,19.146875
330,2008/11/25,330,18.79826389
331,2008/11/26,331,18.33472222
332,2008/11/27,332,18.30986111
333,2008/11/28,333,18.194375
334,2008/11/29,334,18.80520833
335,2008/11/30,335,18.72083333
336,2008/12/1,336,18.30631944
337,2008/12/2,337,18.493125
338,2008/12/3,338,18.310625
339,2008/12/4,339,18.49230769
340,2008/12/5,340,18.85743056
341,2008/12/6,341,19.295625
342,2008/12/7,342,19.12298611
343,2008/12/8,343,18.78826389
344,2008/12/9,344,18.61548611
345,2008/12/10,345,18.27597222
346,2008/12/11,346,18.28902778
347,2008/12/12,347,18.58236111
348,2008/12/13,348,18.32965278
349,2008/12/14,349,17.77409722
350,2008/12/15,350,18.04388889
351,2008/12/16,351,18.27291667
352,2008/12/17,352,17.81756944
353,2008/12/18,353,17.42006944
354,2008/12/19,354,17.60625
355,2008/12/20,355,17.97993056
356,2008/12/21,356,18.43486111
357,2008/12/22,357,18.45625
358,2008/12/23,358,17.90222222
359,2008/12/24,359,18.35041667
360,2008/12/25,360,18.25916667
361,2008/12/26,361,18.05743056
362,2008/12/27,362,17.88395833
363,2008/12/28,363,18.39541667
364,2008/12/29,364,18.49145833
365,2008/12/30,365,18.29993056
366,2008/12/31,366,17.86430556
367,2009/1/1,367,17.72430556
368,2009/1/2,368,17.67736111
369,2009/1/3,369,17.59736111
370,2009/1/4,370,16.93840278
371,2009/1/5,371,16.72930556
372,2009/1/6,372,17.22263889
373,2009/1/7,373,17.28527778
374,2009/1/8,374,16.69729167
375,2009/1/9,375,16.90097222
376,2009/1/10,376,16.97402778
377,2009/1/11,377,17.00569444
378,2009/1/12,378,16.83942857
379,2009/1/13,379,16.639375
380,2009/1/14,380,16.54194245
381,2009/1/15,381,16.39726619
382,2009/1/16,382,16.11493056
383,2009/1/17,383,15.97920863
384,2009/1/18,384,15.81388889
385,2009/1/19,385,15.65569444
386,2009/1/20,386,15.55291667
387,2009/1/21,387,15.04472222
388,2009/1/22,388,14.54826389
389,2009/1/23,389,14.664375
390,2009/1/24,390,14.94368056
391,2009/1/25,391,14.82708333
392,2009/1/26,392,15.02256944
393,2009/1/27,393,14.89097222
394,2009/1/28,394,14.62020833
395,2009/1/29,395,14.29770833
396,2009/1/30,396,14.15263889
397,2009/1/31,397,13.93756944
398,2009/2/1,398,14.04159722
399,2009/2/2,399,13.53701389
400,2009/2/3,400,14.04388889
401,2009/2/4,401,13.52888889
402,2009/2/5,402,13.09444444
403,2009/2/6,403,13.05354167
404,2009/2/7,404,12.86625
405,2009/2/8,405,13.13833333
406,2009/2/9,406,12.82131944
407,2009/2/10,407,13.12625
408,2009/2/11,408,13.21555556
409,2009/2/12,409,13.10034722
410,2009/2/13,410,13.17902778
411,2009/2/14,411,14.43680556
412,2009/2/15,412,14.25729167
413,2009/2/16,413,14.13347222
414,2009/2/17,414,13.69909722
415,2009/2/18,415,13.358125
416,2009/2/19,416,13.66951389
417,2009/2/20,417,13.72909722
418,2009/2/21,418,14.0275
419,2009/2/22,419,13.48319444
420,2009/2/23,420,13.72881944
421,2009/2/24,421,13.10777778
422,2009/2/25,422,13.06479167
423,2009/2/26,423,12.90236111
424,2009/2/27,424,12.49298611
425,2009/2/28,425,12.52743056
426,2009/3/1,426,12.85555556
427,2009/3/2,427,12.66215278
428,2009/3/3,428,12.50854167
429,2009/3/4,429,12.36847222
430,2009/3/5,430,12.55013889
431,2009/3/6,431,12.90493056
432,2009/3/7,432,12.96118056
433,2009/3/8,433,12.85909722
434,2009/3/9,434,12.95756944
435,2009/3/10,435,13.16951389
436,2009/3/11,436,12.98472222
437,2009/3/12,437,12.82041667
438,2009/3/13,438,13.243125
439,2009/3/14,439,13.93520833
440,2009/3/15,440,13.350625
441,2009/3/16,441,13.361875
442,2009/3/17,442,13.93895833
443,2009/3/18,443,14.04935714
444,2009/3/19,444,14.05388889
445,2009/3/20,445,14.048125
446,2009/3/21,446,13.91340278
447,2009/3/22,447,14.12111111
448,2009/3/23,448,14.06416667
449,2009/3/24,449,13.78319444
450,2009/3/25,450,13.83618056
451,2009/3/26,451,13.39354167
452,2009/3/27,452,13.46090278
453,2009/3/28,453,13.19236111
454,2009/3/29,454,13.12083333
455,2009/3/30,455,13.17041667
456,2009/3/31,456,13.29291667
457,2009/4/1,457,13.59194444
458,2009/4/2,458,14.24319444
459,2009/4/3,459,14.45090278
460,2009/4/4,460,14.81548611
461,2009/4/5,461,15.12395833
462,2009/4/6,462,15.04090278
463,2009/4/7,463,15.274375
464,2009/4/8,464,15.29909722
465,2009/4/9,465,15.42965278
466,2009/4/10,466,15.395625
467,2009/4/11,467,15.56861111
468,2009/4/12,468,16.77381944
469,2009/4/13,469,17.43402778
470,2009/4/14,470,16.96965278
471,2009/4/15,471,16.97465278
472,2009/4/16,472,17.55652778
473,2009/4/17,473,17.95236111
474,2009/4/18,474,16.89222222
475,2009/4/19,475,16.99930556
476,2009/4/20,476,17.07888889
477,2009/4/21,477,17.03270833
478,2009/4/22,478,17.51590278
479,2009/4/23,479,18.07951389
480,2009/4/24,480,17.80541667
481,2009/4/25,481,16.87
482,2009/4/26,482,15.97631944
483,2009/4/27,483,16.30986111
484,2009/4/28,484,16.24576389
485,2009/4/29,485,17.12493056
486,2009/4/30,486,17.27506944
487,2009/5/1,487,17.77569444
488,2009/5/2,488,17.6425
489,2009/5/3,489,17.65222222
490,2009/5/4,490,17.723125
491,2009/5/5,491,18.35805556
492,2009/5/6,492,18.220625
493,2009/5/7,493,18.35618056
494,2009/5/8,494,18.58722222
495,2009/5/9,495,18.98645833
496,2009/5/10,496,19.66319444
497,2009/5/11,497,20.74083333
498,2009/5/12,498,20.42013889
499,2009/5/13,499,19.411875
500,2009/5/14,500,20.04256944
501,2009/5/15,501,19.62729167
502,2009/5/16,502,19.34590278
503,2009/5/17,503,19.27111111
504,2009/5/18,504,19.66409722
505,2009/5/19,505,19.83145833
506,2009/5/20,506,19.73527778
507,2009/5/21,507,19.48173611
508,2009/5/22,508,18.95541667
509,2009/5/23,509,19.60347222
510,2009/5/24,510,20.64486111
511,2009/5/25,511,20.30972222
512,2009/5/26,512,20.31736111
513,2009/5/27,513,20.88625
514,2009/5/28,514,20.59618056
515,2009/5/29,515,19.85451389
516,2009/5/30,516,20.04430556
517,2009/5/31,517,20.32229167
518,2009/6/1,518,20.40402778
519,2009/6/2,519,20.43
520,2009/6/3,520,20.2275
521,2009/6/4,521,20.25805556
522,2009/6/5,522,20.44694444
523,2009/6/6,523,20.34090278
524,2009/6/7,524,20.30118056
525,2009/6/8,525,20.43138889
526,2009/6/9,526,20.41847222
527,2009/6/10,527,19.98201389
528,2009/6/11,528,20.39458333
529,2009/6/12,529,21.07368056
530,2009/6/13,530,21.29243056
531,2009/6/14,531,21.77916667
532,2009/6/15,532,21.79256944
533,2009/6/16,533,21.76152778
534,2009/6/17,534,21.75166667
535,2009/6/18,535,21.50506944
536,2009/6/19,536,22.27715278
537,2009/6/20,537,22.89159722
538,2009/6/21,538,22.67673611
539,2009/6/22,539,22.68111111
540,2009/6/23,540,21.60708333
541,2009/6/24,541,21.91638889
542,2009/6/25,542,22.39486111
543,2009/6/26,543,22.485
544,2009/6/27,544,22.70402778
545,2009/6/28,545,22.34263889
546,2009/6/29,546,23.21409722
547,2009/6/30,547,22.87534722
548,2009/7/1,548,22.29895833
549,2009/7/2,549,21.93347222
550,2009/7/3,550,21.86645833
551,2009/7/4,551,22.39944444
552,2009/7/5,552,22.13201389
553,2009/7/6,553,21.96729167
554,2009/7/7,554,22.12458333
555,2009/7/8,555,21.52881944
556,2009/7/9,556,20.348125
557,2009/7/10,557,17.52263889
558,2009/7/11,558,20.24236111
559,2009/7/12,559,22.25618056
560,2009/7/13,560,20.51979167
561,2009/7/14,561,21.78451389
562,2009/7/15,562,20.46652778
563,2009/7/16,563,20.62930556
564,2009/7/17,564,23.38229167
565,2009/7/18,565,23.23298611
566,2009/7/19,566,21.58527778
567,2009/7/20,567,22.44798611
568,2009/7/21,568,22.93694444
569,2009/7/22,569,22.91604167
570,2009/7/23,570,22.69368056
571,2009/7/24,571,22.80916667
572,2009/7/25,572,22.63826389
573,2009/7/26,573,22.58611111
574,2009/7/27,574,22.739375
575,2009/7/28,575,23.294375
576,2009/7/29,576,23.88402778
577,2009/7/30,577,23.78270833
578,2009/7/31,578,24.48756944
579,2009/8/1,579,24.36027778
580,2009/8/2,580,24.18125
581,2009/8/3,581,24.216875
582,2009/8/4,582,25.07013889
583,2009/8/5,583,25.09055556
584,2009/8/6,584,24.83118056
585,2009/8/7,585,24.55847222
586,2009/8/8,586,25.220625
587,2009/8/9,587,25.70194444
588,2009/8/10,588,25.92708333
589,2009/8/11,589,25.62921429
590,2009/8/12,590,26.15798561
591,2009/8/13,591,26.59333333
592,2009/8/14,592,26.90631944
593,2009/8/15,593,26.43833333
594,2009/8/16,594,26.98979167
595,2009/8/17,595,27.04083333
596,2009/8/18,596,27.51458333
597,2009/8/19,597,27.37395833
598,2009/8/20,598,27.50131944
599,2009/8/21,599,27.54034722
600,2009/8/22,600,27.40256944
601,2009/8/23,601,27.59743056
602,2009/8/24,602,27.26055556
603,2009/8/25,603,27.11854167
604,2009/8/26,604,26.69138889
605,2009/8/27,605,26.76125
606,2009/8/28,606,26.77270833
607,2009/8/29,607,26.91673611
608,2009/8/30,608,26.68145833
609,2009/8/31,609,25.72513889
610,2009/9/1,610,25.11743056
611,2009/9/2,611,24.18805556
612,2009/9/3,612,23.80763889
613,2009/9/4,613,23.89340278
614,2009/9/5,614,24.06527778
615,2009/9/6,615,24.26881944
616,2009/9/7,616,24.37444444
617,2009/9/8,617,24.35145833
618,2009/9/9,618,24.19458333
619,2009/9/10,619,23.97590278
620,2009/9/11,620,23.90479167
621,2009/9/12,621,23.46944444
622,2009/9/13,622,23.33784722
623,2009/9/14,623,23.763125
624,2009/9/15,624,23.40861111
625,2009/9/16,625,23.62305556
626,2009/9/17,626,23.66111111
627,2009/9/18,627,23.39986111
628,2009/9/19,628,23.24027778
629,2009/9/20,629,23.20222222
630,2009/9/21,630,23.04104167
631,2009/9/22,631,23.06951389
632,2009/9/23,632,23.2275
633,2009/9/24,633,23.22520833
634,2009/9/25,634,23.35631944
635,2009/9/26,635,23.21284722
636,2009/9/27,636,23.28930556
637,2009/9/28,637,23.43
638,2009/9/29,638,23.42402778
639,2009/9/30,639,23.15770833
640,2009/10/1,640,23.21680556
641,2009/10/2,641,23.22173611
642,2009/10/3,642,23.30673611
643,2009/10/4,643,23.301875
644,2009/10/5,644,23.05805556
645,2009/10/6,645,22.68659722
646,2009/10/7,646,22.35958333
647,2009/10/8,647,22.28694444
648,2009/10/9,648,21.92388889
649,2009/10/10,649,21.450625
650,2009/10/11,650,21.42902778
651,2009/10/12,651,21.55972222
652,2009/10/13,652,21.87118056
653,2009/10/14,653,21.755625
654,2009/10/15,654,21.57034722
655,2009/10/16,655,21.62430556
656,2009/10/17,656,21.118125
657,2009/10/18,657,20.72777778
658,2009/10/19,658,20.85208333
659,2009/10/20,659,21.30145833
660,2009/10/21,660,21.11083333
661,2009/10/22,661,21.04354167
662,2009/10/23,662,20.94701389
663,2009/10/24,663,20.72458333
664,2009/10/25,664,20.35118056
665,2009/10/26,665,20.15388889
666,2009/10/27,666,20.25361111
667,2009/10/28,667,20.24479167
668,2009/10/29,668,20.23159722
669,2009/10/30,669,20.22986111
670,2009/10/31,670,20.09631944
671,2009/11/1,671,20.06395833
672,2009/11/2,672,20.05076389
673,2009/11/3,673,20.12006944
674,2009/11/4,674,20.11916667
675,2009/11/5,675,20.18826389
676,2009/11/6,676,20.18805556
677,2009/11/7,677,20.26520833
678,2009/11/8,678,20.48472222
679,2009/11/9,679,20.46381944
680,2009/11/10,680,20.39131944
681,2009/11/11,681,20.17354167
682,2009/11/12,682,20.00972222
683,2009/11/13,683,20.11861111
684,2009/11/14,684,20.43006944
685,2009/11/15,685,20.37527778
686,2009/11/16,686,20.15388889
687,2009/11/17,687,19.26659722
688,2009/11/18,688,18.54236111
689,2009/11/19,689,18.45902778
690,2009/11/20,690,19.16861111
691,2009/11/21,691,18.88701389
692,2009/11/22,692,18.78826389
693,2009/11/23,693,18.461875
694,2009/11/24,694,19.09361111
695,2009/11/25,695,18.62138889
696,2009/11/26,696,18.56916667
697,2009/11/27,697,18.83645833
698,2009/11/28,698,19.06916667
699,2009/11/29,699,18.445
700,2009/11/30,700,18.45930556
701,2009/12/1,701,18.97555556
702,2009/12/2,702,19.49590278
703,2009/12/3,703,19.71041667
704,2009/12/4,704,19.20472222
705,2009/12/5,705,19.39680556
706,2009/12/6,706,19.14388889
707,2009/12/7,707,18.588125
708,2009/12/8,708,18.24375
709,2009/12/9,709,19.06611111
710,2009/12/10,710,20.09763889
711,2009/12/11,711,19.37208333
712,2009/12/12,712,19.59375
713,2009/12/13,713,19.31618056
714,2009/12/14,714,19.48166667
715,2009/12/15,715,19.92125
716,2009/12/16,716,20.11888889
717,2009/12/17,717,19.64166667
718,2009/12/18,718,19.72236111
719,2009/12/19,719,19.06013889
720,2009/12/20,720,18.32645833
721,2009/12/21,721,17.63293706
722,2009/12/22,722,17.12506944
723,2009/12/23,723,17.33181818
724,2009/12/24,724,17.15493056
725,2009/12/25,725,17.03118056
726,2009/12/26,726,16.60041667
727,2009/12/27,727,16.96902778
728,2009/12/28,728,16.97138889
729,2009/12/29,729,16.93833333
730,2009/12/30,730,16.69784722
731,2009/12/31,731,16.54020833
732,2010/1/1,732,15.84027778
733,2010/1/2,733,15.09965278
734,2010/1/3,734,15.07062937
735,2010/1/4,735,14.47756944
736,2010/1/5,736,15.10771429
737,2010/1/6,737,14.92833333
738,2010/1/7,738,15.02951389
739,2010/1/8,739,14.94506944
740,2010/1/9,740,14.81694444
741,2010/1/10,741,14.90923611
742,2010/1/11,742,15.38847222
743,2010/1/12,743,15.71548611
744,2010/1/13,744,15.63479167
745,2010/1/14,745,15.68298611
746,2010/1/15,746,15.51111111
747,2010/1/16,747,15.40048611
748,2010/1/17,748,14.96583333
749,2010/1/18,749,14.81041667
750,2010/1/19,750,14.37972222
751,2010/1/20,751,15.17673611
752,2010/1/21,752,15.14425
753,2010/1/22,753,NA
754,2010/1/23,754,NA
755,2010/1/24,755,NA
756,2010/1/25,756,NA
757,2010/1/26,757,NA
758,2010/1/27,758,NA
759,2010/1/28,759,NA
760,2010/1/29,760,NA
761,2010/1/30,761,NA
762,2010/1/31,762,NA
763,2010/2/1,763,NA
764,2010/2/2,764,NA
765,2010/2/3,765,NA
766,2010/2/4,766,NA
767,2010/2/5,767,NA
768,2010/2/6,768,NA
769,2010/2/7,769,NA
770,2010/2/8,770,NA
771,2010/2/9,771,NA
772,2010/2/10,772,NA
773,2010/2/11,773,NA
774,2010/2/12,774,NA
775,2010/2/13,775,NA
776,2010/2/14,776,NA
777,2010/2/15,777,13.26789474
778,2010/2/16,778,13.11534722
779,2010/2/17,779,13.433125
780,2010/2/18,780,13.56590278
781,2010/2/19,781,15.20534722
782,2010/2/20,782,14.97465278
783,2010/2/21,783,15.55166667
784,2010/2/22,784,15.23451389
785,2010/2/23,785,14.92479167
786,2010/2/24,786,15.22208333
787,2010/2/25,787,15.409375
788,2010/2/26,788,15.32284722
789,2010/2/27,789,15.03587413
790,2010/2/28,790,14.77284722
791,2010/3/1,791,14.87340278
792,2010/3/2,792,14.66854167
793,2010/3/3,793,14.38597222
794,2010/3/4,794,14.51131944
795,2010/3/5,795,14.62263889
796,2010/3/6,796,14.86479167
797,2010/3/7,797,14.22083333
798,2010/3/8,798,14.03763889
799,2010/3/9,799,13.70465278
800,2010/3/10,800,13.97652778
801,2010/3/11,801,14.10138889
802,2010/3/12,802,13.5625
803,2010/3/13,803,14.47333333
804,2010/3/14,804,14.2358042
805,2010/3/15,805,14.13888889
806,2010/3/16,806,14.45131944
807,2010/3/17,807,13.95631944
808,2010/3/18,808,13.58111111
809,2010/3/19,809,13.56729167
810,2010/3/20,810,14.03805556
811,2010/3/21,811,14.06833333
812,2010/3/22,812,13.89555556
813,2010/3/23,813,13.61305556
814,2010/3/24,814,13.77902778
815,2010/3/25,815,12.96791667
816,2010/3/26,816,12.87854167
817,2010/3/27,817,13.12751773
818,2010/3/28,818,12.48618056
819,2010/3/29,819,12.06006944
820,2010/3/30,820,12.23145833
821,2010/3/31,821,12.59569444
822,2010/4/1,822,13.67270833
823,2010/4/2,823,13.76652778
824,2010/4/3,824,13.44819444
825,2010/4/4,825,13.03631944
826,2010/4/5,826,13.01166667
827,2010/4/6,827,14.59298611
828,2010/4/7,828,15.63118056
829,2010/4/8,829,15.43541667
830,2010/4/9,830,15.13715278
831,2010/4/10,831,15.795625
832,2010/4/11,832,15.9725
833,2010/4/12,833,15.87020833
834,2010/4/13,834,15.96909722
835,2010/4/14,835,15.63166667
836,2010/4/15,836,15.14083333
837,2010/4/16,837,14.96701389
